Symbol,Original Name,Hebrew Name,Short Name,Sector,Type,Needs Review
KSM-F150.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) Composite US Equity Monthly,קסם Mutual Funds Ltd. - קסם קרן סל (4D) Composite US Equity Monthly,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F152.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) S&P Health Care,קסם Mutual Funds Ltd. - קסם קרן סל (4D) S&P Health Care,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F153.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Short Non-Linked Fixed Int Gov Bonds 5+ Years Fund,קסם Mutual Funds Ltd. - קסם קרן סל (00) Short Non-Linked Fixed Int Gov Bonds 5+ Years קרן,קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F154.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Tel Bond-Floating,"קסם Mutual Funds Ltd. - קסם קרן סל (00) Tel אג""ח-Floating",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F156.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) Composite US S&P Sector Equity Monthly,קסם Mutual Funds Ltd. - קסם קרן סל (4D) Composite US S&P Sector Equity Monthly,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F158.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) S&P Technology,קסם Mutual Funds Ltd. - קסם קרן סל (4D) S&P Technology,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F16.TA,KSM Mutual Funds Limited - KSM ETF NIKKEI 225 Currency Hedged,קסם Mutual Funds Limited - קסם קרן סל NIKKEI 225 Currency Hedged,קסם Mutual Funds Limited - קסם,מניות - ישראל,ETF,Yes
KSM-F161.TA,KSM Mutual Funds Ltd. - KSM ETF (0A) iBoxx $ Corps Liquid 3-7 Years Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (0A) iBoxx $ Corps Liquid 3-7 Years Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F162.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) Bluestar Israel Global Technology,קסם Mutual Funds Ltd. - קסם קרן סל (4D) Bluestar Israel Global Technology,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F164.TA,KSM Mutual Funds Ltd. - KSM ETF (0D) iBoxx $ Corps Liquid 3-7 Years,קסם Mutual Funds Ltd. - קסם קרן סל (0D) iBoxx $ Corps Liquid 3-7 Years,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F169.TA,KSM Mutual Funds Ltd. - KSM ETF (6A) Short TA-SME60 (1191.2),קסם Mutual Funds Ltd. - קסם קרן סל (6A) Short TA-SME60 (1191.2),קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F17.TA,Ksm Mutual Funds Limited - Ksm Euro Stoxx 50 Pr Ils 40a fund,קסם Mutual Funds Limited - קסם Euro Stoxx 50 Pr Ils 40a קרן,קסם Mutual Funds Limited - קסם,מניות - ישראל,ETF,No
KSM-F171.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) MSCI AC World Dollar Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) MSCI AC World Dollar Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - בינלאומי,ETF,No
KSM-F174.TA,KSM Mutual Funds Ltd. - Tel Bond Shekel 3-5 Fund,"קסם Mutual Funds Ltd. - Tel אג""ח Shekel 3-5 קרן",קסם Mutual Funds Ltd. - Tel אג,"אג""ח",ETF,No
KSM-F175.TA,KSM Mutual Funds Ltd - KSM ETF (0D) Tel Bond-Dollar,"קסם Mutual Funds Ltd - קסם קרן סל (0D) Tel אג""ח-Dollar",קסם Mutual Funds Ltd - קסם קרן,"אג""ח",ETF,No
KSM-F18.TA,KSM Tel Bond 20,"קסם Tel אג""ח 20",,"אג""ח",ETF,No
KSM-F2.TA,KSM Mutual Funds Ltd. - KSM Tel Bond Shekel 50 Fund,"קסם Mutual Funds Ltd. - קסם Tel אג""ח Shekel 50 קרן",קסם Mutual Funds Ltd. - קסם Te,"אג""ח",ETF,No
KSM-F21.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) TA-Growth,קסם Mutual Funds Ltd. - קסם קרן סל (4A) TA-Growth,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F22.TA,KSM Mutual Funds Limited - RDXUSED PR 4Da ETF,קסם Mutual Funds Limited - RDXUSED PR 4Da קרן סל,קסם Mutual Funds Limited - RDX,מניות - ישראל,ETF,Yes
KSM-F26.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Short Tel Bond-20 (360.41),"קסם Mutual Funds Ltd. - קסם קרן סל (00) Short Tel אג""ח-20 (360.41)",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F27.TA,KSM Mutual Funds Ltd. - KSM ETF (6A) Short Leveraged TA-35 x2 Monthly,"קסם Mutual Funds Ltd. - קסם קרן סל (6A) Short Leveraged ת""א 35 x2 Monthly",קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F28.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) DJ US Dividend,קסם Mutual Funds Ltd. - קסם קרן סל (4D) DJ US Dividend,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F3.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Tel Bond-Global,"קסם Mutual Funds Ltd. - קסם קרן סל (00) Tel אג""ח-Global",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F31.TA,KSM Mutual Funds Ltd. - KSM ETF(!)(4D) IBOVESPA,קסם Mutual Funds Ltd. - קסם קרן סל(!)(4D) IBOVESPA,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,Yes
KSM-F34.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) Insurance Shares and Convertibles,קסם Mutual Funds Ltd. - קסם קרן סל (4A) Insurance Shares and Convertibles,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F35.TA,KSM Mutual Funds Ltd. - KSM ETF (00) CPI-Linked Gov Bonds 0-2 Years,קסם Mutual Funds Ltd. - קסם קרן סל (00) CPI-Linked Gov Bonds 0-2 Years,קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F36.TA,KSM Mutual Funds Ltd. - KSM ETF (00) CPI-Linked Gov Bonds 2-5 Years,קסם Mutual Funds Ltd. - קסם קרן סל (00) CPI-Linked Gov Bonds 2-5 Years,קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F37.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Non-Linked Fixed Int Gov Bonds 0-2 Years,קסם Mutual Funds Ltd. - קסם קרן סל (00) Non-Linked Fixed Int Gov Bonds 0-2 Years,קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F38.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Non-Linked Fixed Int Gov Bonds 5+ Years,קסם Mutual Funds Ltd. - קסם קרן סל (00) Non-Linked Fixed Int Gov Bonds 5+ Years,קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F39.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Non-Linked Fixed Int Gov Bonds 2-5 Years,קסם Mutual Funds Ltd. - קסם קרן סל (00) Non-Linked Fixed Int Gov Bonds 2-5 Years,קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F40.TA,Ksm Mutual Funds Ltd. - KSM Tel Bond 40 Fund,"קסם Mutual Funds Ltd. - קסם Tel אג""ח 40 קרן",קסם Mutual Funds Ltd. - קסם Te,"אג""ח",ETF,No
KSM-F41.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Tel Bond-60,"קסם Mutual Funds Ltd. - קסם קרן סל (00) Tel אג""ח-60",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F42.TA,KSM Mutual Funds Ltd. - KSM ETF (00) CPI-Linked Fixed Interest Government Bonds,קסם Mutual Funds Ltd. - קסם קרן סל (00) CPI-Linked Fixed Interest Government Bonds,קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F43.TA,KSM Mutual Funds Ltd. - Short Term Treasury Bill Fund,קסם Mutual Funds Ltd. - Short Term Treasury Bill קרן,קסם Mutual Funds Ltd. - Short,מניות - ישראל,ETF,No
KSM-F46.TA,KSM Mutual Funds Ltd. - KSM ETF (6A) Leveraged TA-35 x3 Monthly,"קסם Mutual Funds Ltd. - קסם קרן סל (6A) Leveraged ת""א 35 x3 Monthly",קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F48.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Tel Bond-Shekel,"קסם Mutual Funds Ltd. - קסם קרן סל (00) Tel אג""ח-Shekel",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F49.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) LBMA Gold Price PM USD Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) LBMA זהב Price PM USD Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,סחורות - זהב,ETF,Yes
KSM-F5.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) S&P MidCap 400,קסם Mutual Funds Ltd. - קסם קרן סל (4D) S&P MidCap 400,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F50.TA,KSM Mutual Funds Ltd. - KSM 00 Short Tel Bond-40 Fund,"קסם Mutual Funds Ltd. - קסם 00 Short Tel אג""ח-40 קרן",קסם Mutual Funds Ltd. - קסם 00,"אג""ח",ETF,No
KSM-F51.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) FTSE 100,קסם Mutual Funds Ltd. - קסם קרן סל (4D) FTSE 100,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,Yes
KSM-F52.TA,KSM Mutual Funds Ltd. -KSM ETF (4D) NASDAQ 100,"קסם Mutual Funds Ltd. -קסם קרן סל (4D) נאסד""ק 100",קסם Mutual Funds Ltd. -קסם קרן,מניות - טכנולוגיה,ETF,No
KSM-F53.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) DAX 30,קסם Mutual Funds Ltd. - קסם קרן סל (4D) DAX 30,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F54.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) FTSE China 50,קסם Mutual Funds Ltd. - קסם קרן סל (4D) FTSE China 50,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,Yes
KSM-F55.TA,Ksm Mutual Funds LTD - ETF Stock Market Fund,קסם Mutual Funds LTD - קרן סל מניה Market קרן,קסם Mutual Funds LTD - קרן סל,מניות - ישראל,ETF,No
KSM-F56.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) TA-RealEstate,קסם Mutual Funds Ltd. - קסם קרן סל (4A) TA-RealEstate,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F57.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) TA-Finance,קסם Mutual Funds Ltd. - קסם קרן סל (4A) TA-Finance,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F58.TA,KSM Mutual Funds Ltd. - KSM Non Linked Fixed Interest Gov Bonds Fund,קסם Mutual Funds Ltd. - קסם Non Linked Fixed Interest Gov Bonds קרן,קסם Mutual Funds Ltd. - קסם No,"אג""ח",ETF,No
KSM-F59.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) TA-35,"קסם Mutual Funds Ltd. - קסם קרן סל (4A) ת""א 35",קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F6.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) LBMA Gold Price PM USD,קסם Mutual Funds Ltd. - קסם קרן סל (4D) LBMA זהב Price PM USD,קסם Mutual Funds Ltd. - קסם קר,סחורות - זהב,ETF,Yes
KSM-F60.TA,Ksm Mutual Funds LTD - ETF Stock Market Fund,קסם Mutual Funds LTD - קרן סל מניה Market קרן,קסם Mutual Funds LTD - קרן סל,מניות - ישראל,ETF,No
KSM-F62.TA,KSM Mutual Funds Ltd. - KSM ETF CPI Linked Gov Bonds 5-10 Years,קסם Mutual Funds Ltd. - קסם קרן סל CPI Linked Gov Bonds 5-10 Years,קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F63.TA,Ksm Mutual Funds LTD - ETF Stock Market Fund,קסם Mutual Funds LTD - קרן סל מניה Market קרן,קסם Mutual Funds LTD - קרן סל,מניות - ישראל,ETF,No
KSM-F64.TA,KSM Mutual Funds Limited - TA Bluestar Global Tech 4Da ETF,קסם Mutual Funds Limited - TA Bluestar Global Tech 4Da קרן סל,קסם Mutual Funds Limited - TA,מניות - ישראל,ETF,No
KSM-F67.TA,KSM Mutual Funds Limited - Psagot Sal MSCI EM ETF,קסם Mutual Funds Limited - פסגות סל שווקים מתפתחים קרן סל,קסם Mutual Funds Limited - פסג,מניות - ישראל,ETF,No
KSM-F68.TA,KSM Mutual Funds Limited - MSCI World PR 4Da ETF,קסם Mutual Funds Limited - MSCI World PR 4Da קרן סל,קסם Mutual Funds Limited - MSC,מניות - בינלאומי,ETF,No
KSM-F69.TA,KSM Mutual Funds Limited - MSCI Spain PR 4Da ETF,קסם Mutual Funds Limited - MSCI Spain PR 4Da קרן סל,קסם Mutual Funds Limited - MSC,מניות - ישראל,ETF,No
KSM-F72.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) TA-90,"קסם Mutual Funds Ltd. - קסם קרן סל (4A) ת""א 90",קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F74.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) TA-125,"קסם Mutual Funds Ltd. - קסם קרן סל (4A) ת""א 125",קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F75.TA,Ksm Mutual Funds LTD - ETF Stock Market Fund,קסם Mutual Funds LTD - קרן סל מניה Market קרן,קסם Mutual Funds LTD - קרן סל,מניות - ישראל,ETF,No
KSM-F76.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) EURO STOXX 50,קסם Mutual Funds Ltd. - קסם קרן סל (4D) EURO STOXX 50,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,Yes
KSM-F77.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) Banks,קסם Mutual Funds Ltd. - קסם קרן סל (4A) Banks,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F78.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) DJ Industrial Average,קסם Mutual Funds Ltd. - קסם קרן סל (4D) DJ Industrial Average,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F80.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) S&P 500,קסם Mutual Funds Ltd. - קסם קרן סל (4D) S&P 500,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F82.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) S&P 500 Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) S&P 500 Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,"מניות - ארה""ב",ETF,No
KSM-F83.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) NASDAQ 100 Currency Hedged,"קסם Mutual Funds Ltd. - קסם קרן סל (4A) נאסד""ק 100 Currency Hedged",קסם Mutual Funds Ltd. - קסם קר,מניות - טכנולוגיה,ETF,No
KSM-F84.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) Bloomberg Brent Crude Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) Bloomberg Brent Crude Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F85.TA,KSM Mutual Funds Ltd. - KSM ETF (00) Comp Gov Bond Israel (65%) Cor Bond Israel (35%) Monthly,"קסם Mutual Funds Ltd. - קסם קרן סל (00) Comp Gov אג""ח Israel (65%) Cor אג""ח Israel (35%) Monthly",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F86.TA,KSM Mutual Funds Ltd. - KSM Government Bonds Fund,קסם Mutual Funds Ltd. - קסם Government Bonds קרן,קסם Mutual Funds Ltd. - קסם Go,"אג""ח",ETF,No
KSM-F88.TA,KSM Mutual Funds Ltd. - KSM ETF (2A) Composite Gen Bond Israel (90%) Israel Equity (10%) Monthly,"קסם Mutual Funds Ltd. - קסם קרן סל (2A) Composite Gen אג""ח Israel (90%) Israel Equity (10%) Monthly",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F89.TA,KSM Mutual Funds Ltd. - KSM ETF (4D) MSCI AC World,קסם Mutual Funds Ltd. - קסם קרן סל (4D) MSCI AC World,קסם Mutual Funds Ltd. - קסם קר,מניות - בינלאומי,ETF,No
KSM-F9.TA,KSM Mutual Funds Limited - FTSE 100 PR 4Da ETF,קסם Mutual Funds Limited - FTSE 100 PR 4Da קרן סל,קסם Mutual Funds Limited - FTS,מניות - ישראל,ETF,Yes
KSM-F90.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) Hang Seng China Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) Hang Seng China Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F91.TA,KSM Mutual Funds Ltd. - KSM ETF (2A) Composite Gen Bond Israel (80%) Equity (20%) Monthly,"קסם Mutual Funds Ltd. - קסם קרן סל (2A) Composite Gen אג""ח Israel (80%) Equity (20%) Monthly",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,No
KSM-F92.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) DAX 30 Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) DAX 30 Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F94.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) Russell 2000 Currency Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) Russell 2000 Currency Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-F95.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) MSCI Emerging Markets Dollar Hedged,קסם Mutual Funds Ltd. - קסם קרן סל (4A) שווקים מתפתחיםerging Markets Dollar Hedged,קסם Mutual Funds Ltd. - קסם קר,מניות - שווקים מתפתחים,ETF,No
KSM-F96.TA,KSM Mutual Funds Ltd. - KSM ETF (6A) Short TA-35 (2044),"קסם Mutual Funds Ltd. - קסם קרן סל (6A) Short ת""א 35 (2044)",קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,No
KSM-FK1.TA,KSM Mutual Funds Ltd. - KSM ETF (00) KOSHER Tel Bond-60,"קסם Mutual Funds Ltd. - קסם קרן סל (00) KOSHER Tel אג""ח-60",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,Yes
KSM-FK2.TA,KSM Mutual Funds Ltd. - KSM ETF (00) KOSHER Tel Bond-Shekel,"קסם Mutual Funds Ltd. - קסם קרן סל (00) KOSHER Tel אג""ח-Shekel",קסם Mutual Funds Ltd. - קסם קר,"אג""ח",ETF,Yes
KSM-FK3.TA,KSM Mutual Funds Ltd. - KSM ETF (4A) KOSHER TA-125,"קסם Mutual Funds Ltd. - קסם קרן סל (4A) KOSHER ת""א 125",קסם Mutual Funds Ltd. - קסם קר,מניות - ישראל,ETF,Yes
KSMF103.TA,KSM (4A) TA Oil & Gas,קסם (4A) TA Oil & Gas,קסם,מניות - ישראל,ETF,No
KSS&P-53.TA,BSKT/KSM CRT S53,BSKT/קסם CRT S53,,מניות - ישראל,ETF,Yes
KSS&P-90.TA,SPX/KSM SAL S90,S&P 500/קסם סל S90,,מניות - ישראל,ETF,No
KSTN.TA,Keystone Reit Ltd,Keystone Reit Ltd,,מניות - ישראל,Stock,Yes
KTOV.TA,Purple Biotech Ltd,Purple Biotech Ltd,,מניות - ישראל,Stock,Yes
LAHAV.TA,Lahav LR Real Estate Ltd,Lahav LR Real Estate Ltd,,מניות - ישראל,Stock,Yes
LAPD.TA,Lapidoth,Lapidoth,,מניות - ישראל,Stock,Yes
LBRA.TA,Libra Insurance Company Ltd,Libra Insurance Company Ltd,,ביטוח,Stock,Yes
LBTL.TA,Libental,Libental,,מניות - ישראל,Stock,Yes
LCTX.TA,"Lineage Cell Therapeutics, Inc.","Lineage Cell Therapeutics, Inc.","Lineage Cell Therapeutics, Inc",מניות - ישראל,Stock,Yes
LEOF.TA,Levinski Ofer,Levinski Ofer,,מניות - ישראל,Stock,Yes
LEVI.TA,Levinstein Eng,Levinstein Eng,,מניות - ישראל,Stock,Yes
LHIS.TA,Lachish,Lachish,,מניות - ישראל,Stock,Yes
LODZ.TA,Lodzia,Lodzia,,מניות - ישראל,Stock,Yes
LPHL.TA,Lapidoth-Heletz Limited Partnership,Lapidoth-Heletz Limited Partnership,Lapidoth-Heletz Limited Partne,מניות - ישראל,Stock,Yes
LPHL-L.TA,Lapidoth-Heletz Limited Partnership,Lapidoth-Heletz Limited Partnership,Lapidoth-Heletz Limited Partne,מניות - ישראל,Stock,Yes
LPSN.TA,LivePerson Inc,LivePerson Inc,,מניות - ישראל,Stock,Yes
LSCO.TA,Lesico Ltd,Lesico Ltd,,מניות - ישראל,Stock,Yes
LUDN.TA,Ludan Engineering Co. Ltd,Ludan Engineering Co. Ltd,,מניות - ישראל,Stock,Yes
LUMI.TA,Bank Leumi Le-Israel B.M,Bank לאומי Le-Israel B.M,,בנקים,Stock,No
LUZN.TA,Amos Luzon Development and Energy Group Ltd,Amos Luzon Development and Energy Group Ltd,Amos Luzon Development and Ene,מניות - ישראל,Stock,Yes
LZNR.TA,A Luzon Real Estate & Finance Ltd,A Luzon Real Estate & Finance Ltd,A Luzon Real Estate & Finance,מניות - ישראל,Stock,Yes
MARA.TA,MARATHON INVEST,MARATHON INVEST,,מניות - ישראל,Stock,Yes
MAXO.TA,Max Stock Ltd,Max מניה Ltd,,מניות - ישראל,Stock,No
MBMX.TA,Mobile Max-M,Mobile Max-M,,מניות - ישראל,Stock,Yes
MCLL.TA,Michlol Finance Ltd,Michlol Finance Ltd,,מניות - ישראל,Stock,Yes
MCMN.TA,Michman Basad Ltd,Michman Basad Ltd,,מניות - ישראל,Stock,Yes
MCRNL.TA,Micronet Ltd,Micronet Ltd,,מניות - ישראל,Stock,Yes
MDIN.TA,Modiin Energy-Limited Partnership,Modiin Energy-Limited Partnership,Modiin Energy-Limited Partners,מניות - ישראל,Stock,Yes
MDIN-L.TA,Modiin Energy-Limited Partnership,Modiin Energy-Limited Partnership,Modiin Energy-Limited Partners,מניות - ישראל,Stock,Yes
MDPR.TA,Medipower -M,Medipower -M,,מניות - ישראל,Stock,Yes
MDTR.TA,Mediterranean Towers Ltd,Mediterranean Towers Ltd,,מניות - ישראל,Stock,Yes
MDVI.TA,Medivie Therapeutic Ltd,Medivie Therapeutic Ltd,,מניות - ישראל,Stock,Yes
MEDN.TA,Mehadrin,Mehadrin,,מניות - ישראל,Stock,Yes
MGDL.TA,Migdal Insurance,מגדל Insurance,,ביטוח,Stock,No
MGIC.TA,Magic Software Enterprises Ltd,Magic Software Enterprises Ltd,,מניות - ישראל,Stock,Yes
MGOR.TA,Mega Or,Mega Or,,מניות - ישראל,Stock,Yes
MGRT.TA,MeguREIT Israel,MeguREIT Israel,,מניות - ישראל,Stock,Yes
MIA.TA,Mia Dynamics Motors Ltd,Mia Dynamics Motors Ltd,,מניות - ישראל,Stock,Yes
MIFT.TA,Millennium Food-Tech LP,Millennium Food-Tech LP,,מניות - ישראל,Stock,Yes
MISH.TA,Mivtach Shamir,Mivtach Shamir,,מניות - ישראל,Stock,Yes
MLD.TA,Mirland Development Corporation PLC,Mirland Development Corporation PLC,Mirland Development Corporatio,מניות - ישראל,Stock,Yes
MLRN.TA,MLRN Projects and Trade Ltd,MLRN Projects and Trade Ltd,,מניות - ישראל,Stock,Yes
MLSR.TA,Melisron,Melisron,,מניות - ישראל,Stock,Yes
MLTM.TA,Malam Team,Malam Team,,מניות - ישראל,Stock,Yes
MMHD.TA,Menora Miv Hld,מנורה Miv Hld,,מניות - ישראל,Stock,No
MNIF.TA,Menif Financial Services Ltd,Menif Financial Services Ltd,,מניות - ישראל,Stock,Yes
MNIN.TA,Mendelson Infrastructures and Industries Ltd,Mendelson Infrastructures and Industries Ltd,Mendelson Infrastructures and,מניות - ישראל,Stock,Yes
MNRA.TA,Menara Ventures Xl - Limited Partnership,Menara Ventures Xl - Limited Partnership,Menara Ventures Xl - Limited P,מניות - ישראל,Stock,Yes
MNRT.TA,Menivim The New REIT Ltd,Menivim The New REIT Ltd,,מניות - ישראל,Stock,Yes
MORE-S3.TA,More Mutual Fund Management (2013) Limited - More Sal Nasdaq 100 Fund,"מור Mutual קרן Management (2013) Limited - מור סל נאסד""ק 100 קרן",מור Mutual קרן Management,מניות - טכנולוגיה,ETF,No
MORE-S4.TA,MORE SAL (E) NASDAQ 100 Currency Hedged (4A),"מור סל (E) נאסד""ק 100 Currency Hedged (4A)",מור סל,מניות - טכנולוגיה,ETF,No
MORE-S8.TA,More Mutual Funds Management (2013) Ltd. - MORE SAL (4A) TA-90 IL,"מור Mutual Funds Management (2013) Ltd. - מור סל (4A) ת""א 90 IL",מור Mutual Funds Management,מניות - ישראל,Stock,No
MORE-S9.TA,More Mutual Funds Management (2013) Ltd. - MORE SAL (4A) TA-125 IL,"מור Mutual Funds Management (2013) Ltd. - מור סל (4A) ת""א 125 IL",מור Mutual Funds Management,מניות - ישראל,ETF,No
MPP.TA,More Provident Funds,מור Provident Funds,,מניות - ישראל,Stock,No
MPRS.TA,MediPress Health-Limited Partnership,MediPress Health-Limited Partnership,MediPress Health-Limited Partn,מניות - ישראל,Stock,Yes
MRG.TA,Multi Retail Group Ltd,Multi Retail Group Ltd,,מניות - ישראל,Stock,Yes
MRHL.TA,Merchavia Holdings and Investments Ltd,Merchavia Holdings and Investments Ltd,Merchavia Holdings and Investm,מניות - ישראל,Stock,Yes
MRIN.TA,YD More Investments Ltd,YD מור Investments Ltd,,מניות - ישראל,Stock,No
MSAH.TA,Hamashbir 365 Holdings Ltd,Hamashbir 365 Holdings Ltd,,מניות - ישראל,Stock,Yes
MSBI.TA,Hamashbir 365 Holdings Ltd,Hamashbir 365 Holdings Ltd,,מניות - ישראל,Stock,Yes
MSHR.TA,Mishorim Real Estate Investments,Mishorim Real Estate Investments,Mishorim Real Estate Investmen,מניות - ישראל,Stock,Yes
MSKE.TA,Meshek Energy-Renewable Energies Ltd,Meshek Energy-Renewable Energies Ltd,Meshek Energy-Renewable Energi,מניות - ישראל,Stock,Yes
MSLA.TA,Maslavi,Maslavi,,מניות - ישראל,ETF,Yes
MSVT.TA,Massivit 3D Printing Technologies Ltd,Massivit 3D Printing Technologies Ltd,Massivit 3D Printing Technolog,מניות - ישראל,Stock,Yes
MTAV.TA,MEITAV INVESTMENTS HOUSE R1 RIGHTS,מיטב INVESTMENTS HOUSE R1 RIGHTS,מיטב INVESTMENTS HOUSE R1 RIGH,מניות - ישראל,Stock,Yes
